,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of OTHER fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
2941,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,12.0,327.09,26.17,0.0,0.0,4.4,2.4,0.0,0.0,0.0,0.76,71095.0,0.071095,710.95,538.41,538.35,1.0,105138.0,1.05138,105.138,6.800000000000001
2950,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,50.0,1.0,1.0,0.0,62.0,327.09,14.0,0.0,0.0,3.25,2.13,0.0,0.0,0.0,1.21,66553.0,0.066553,665.53,503.96,503.96,0.33,98420.0,0.9842,98.42,5.38
2954,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,62.0,327.09,1.96,0.0,0.0,2.13,2.13,0.0,0.0,0.0,0.37,20619.0,0.020619,206.19,156.88,156.13,2.0,30492.0,0.30492,30.492,4.26
2958,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,75.0,1.0,1.0,0.0,62.0,327.09,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,40231.0,0.040231,402.31,304.64,304.64,0.25,59495.0,0.59495,59.495,0.0
2959,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,62.0,327.09,2.94,0.0,0.0,0.71,0.91,0.0,0.0,0.0,1.48,34227.0,0.034227,342.27,1326.49257833109,259.18,3.0,50616.0,0.50616,50.616,1.62
2961,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,1.0,16.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,50.0,4.0,1.0,0.0,62.0,327.09,1.12,0.0,0.0,1.13,1.13,0.0,0.0,0.0,0.48,9061.0,0.009061,90.61,68.61,68.61,2.0,13400.0,0.134,13.4,2.26
2965,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,67.0,327.09,5.88,0.0,0.0,2.13,2.73,0.0,0.0,0.0,1.08,44892.0,0.044892,448.92,340.47,339.94,4.0,66387.0,0.66387,66.387,4.859999999999999
2973,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,77.0,327.09,12.28,0.0,0.0,3.27,3.55,0.0,0.0,0.0,1.24,107138.0,0.107138,1071.38,811.31,811.28,0.33,158439.0,1.58439,158.439,6.82
2980,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,97.0,327.09,3.42,0.0,0.0,4.057,4.057,0.0,0.0,0.0,0.57,23862.0,0.023862,238.62,181.94,180.69,2.0,35288.0,0.35288,35.288,8.114
2988,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,107.0,327.09,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,33030.0,0.03303,330.3,245.38,250.11,3.0,48846.0,0.48846,48.846,0.0
2990,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,50.0,4.0,1.0,0.0,107.0,327.09,3.38,0.0,0.0,1.417,1.417,0.0,0.0,0.0,3.44,8338.0,0.008338,83.38,63.14,63.14,1.0,12331.0,0.12331,12.331,2.834
2992,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,11.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,50.0,4.0,1.0,0.0,107.0,327.09,4.12,0.0,0.0,1.42,1.82,0.0,0.0,0.0,0.73,11060.0,0.01106,110.6,83.75,83.75,1.0,16356.0,0.16356,16.356,3.24
2996,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,24.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,107.0,327.09,0.93,0.0,0.0,0.71,0.91,0.0,0.0,0.0,1.68,10360.0,0.01036,103.6,78.45,78.45,1.0,15321.0,0.15321,15.321,1.62
2998,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,26.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,107.0,327.09,1.5,0.0,0.0,0.71,0.91,0.0,0.0,0.0,1.06,7858.0,0.007858,78.58,59.5,59.5,1.0,11620.0,0.1162,11.62,1.62
3000,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,27.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,107.0,327.09,0.93,0.0,0.0,0.71,0.91,0.0,0.0,0.0,0.98,6985.0,0.006985,69.85,52.89,52.89,1.0,10330.0,0.1033,10.33,1.62
3006,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,1.0,1.0,0.0,112.0,327.09,15.04,0.0,0.0,4.97,6.37,0.0,0.0,0.0,0.67,128744.0,0.128744,1287.44,974.89,974.89,0.75,190390.0,1.9039,190.39,11.34
3009,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,127.0,327.09,1.47,0.0,0.0,1.42,1.82,0.0,0.0,0.0,1.06,13372.0,0.013372,133.72,93.17,101.26,1.0,19775.0,0.19775,19.775,3.24
3010,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,127.0,327.09,1.47,0.0,0.0,2.13,2.73,0.0,0.0,0.0,0.14,19485.0,0.019485,194.85,148.91,147.55,2.0,28816.0,0.28816,28.816,4.859999999999999
3012,50.0,1.0,2.0,2.0,22.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,127.0,327.09,1.47,0.0,0.0,2.214,1.82,0.0,0.0,0.0,0.41,13026.0,0.013026,130.26,98.03,98.64,1.0,19263.0,0.19263,19.263,4.034
3018,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,137.0,327.09,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,19253.0,0.019253,192.53,146.7,145.79,2.0,28472.0,0.28472,28.472,0.0
3019,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,142.0,327.09,10.0,0.0,0.0,3.55,1.82,0.0,0.0,0.0,0.97,60499.0,0.060499,604.99,458.27,458.12,5.0,89468.0,0.89468,89.468,5.37
3022,50.0,1.0,2.0,2.0,22.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,152.0,327.09,7.5,0.0,0.0,0.71,0.49,0.0,0.0,0.0,1.88,73704.0,0.073704,737.04,547.59,558.11,0.25,108996.0,1.08996,108.996,1.2
3029,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,40.0,1.0,1.0,0.0,18.0,401.79,0.45,2.776,0.0,0.0,0.0,0.0,0.0,0.0,0.54,27764.0,0.027764,277.64,210.24,210.24,0.25,45398.0,0.45398,45.398,2.776
3032,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,1.0,1.0,0.0,18.0,401.79,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,49746.0,0.049746,497.46,376.69,376.69,0.25,81342.0,0.81342,81.342,0.0
3036,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,55.0,1.0,1.0,0.0,43.0,401.79,6.23,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.42,97956.0,0.097956,979.56,741.75,741.75,0.5,160170.0,1.6017,160.17,2.0
3046,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,60.0,1.0,1.0,0.0,130.0,401.79,50.0,0.0,12.393,0.0,0.0,0.0,0.0,0.0,0.92,82618.0,0.082618,826.18,625.61,625.61,0.5,135090.0,1.3509,135.09,12.393
3049,50.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,60.0,1.0,1.0,0.0,139.0,401.79,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.34,131505.0,0.131505,1315.05,995.8,995.8,0.5,215028.0,2.15028,215.028,6.25
3058,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,40.0,1.0,1.0,0.0,225.0,401.79,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,91265.0,0.091265,912.65,691.09,691.09,0.75,149229.0,1.49229,149.229,0.0
3061,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,225.0,401.79,10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,147755.0,0.147755,1477.55,1118.85,1118.85,0.5,241599.0,2.41599,241.599,0.0
3068,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,30.0,1.0,1.0,0.0,233.0,401.79,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,91625.0,0.091625,916.25,693.81,693.81,1.0,149819.0,1.49819,149.819,0.0
3070,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,20.0,1.0,1.0,0.0,233.0,401.79,20.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,21035.0,0.021035,210.35,159.28,159.28,0.25,34395.0,0.34395,34.395,0.0
3074,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,40.0,1.0,1.0,0.0,233.0,401.79,30.0,0.0,16.544,0.0,0.0,0.0,0.0,0.0,0.58,110291.0,0.110291,1102.91,835.16,835.16,1.0,180340.0,1.8034,180.34,16.544
3088,50.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,70.0,1.0,1.0,0.0,274.0,401.79,30.0,0.0,14.01,0.0,0.0,0.0,0.0,0.0,0.56,160231.0,0.160231,1602.31,1213.32,1213.32,1.25,261998.0,2.61998,261.998,14.01
3093,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,1.0,1.0,0.0,3.0,320.61,17.15,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.71,74878.0,0.074878,748.78,567.0,567.0,0.5,234968.0,2.34968,234.968,10.0
3102,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,45.0,3.0,1.0,0.0,15.0,320.61,4.9,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.17,38245.0,0.038245,382.45,289.6,289.6,2.0,120012.0,1.20012,120.012,7.0
3104,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,45.0,3.0,1.0,0.0,15.0,320.61,2.45,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.14,22749.0,0.022749,227.49,172.26,172.26,1.0,71387.0,0.71387,71.387,5.0
3106,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,45.0,3.0,1.0,0.0,15.0,320.61,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.07,31805.0,0.031805,318.05,240.84,240.84,1.5,99804.0,0.99804,99.804,8.0
3117,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,15.0,320.61,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.05,15896.0,0.015896,158.96,120.97,120.37,1.0,49882.0,0.49882,49.882,4.0
3121,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,21.0,320.61,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.12,6718.0,0.006718,67.18,50.87,50.87,1.0,21081.0,0.21081,21.081,2.0
3123,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,21.0,320.61,2.0,0.0,0.0,1.721,1.721,0.0,0.0,0.0,1.94,10124.0,0.010124,101.24,76.66,76.66,1.0,31770.0,0.3177,31.77,3.442
3125,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,21.0,320.61,2.25,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.62,15608.0,0.015608,156.08,118.19,118.19,2.0,48978.0,0.48978,48.978,4.0
3132,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,41.0,320.61,4.0,0.0,0.0,1.551,1.551,0.0,0.0,0.0,0.97,9124.0,0.009124,91.24,69.09,69.09,1.0,28632.0,0.28632,28.632,3.102
3134,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,41.0,320.61,2.0,0.0,0.0,1.386,1.386,0.0,0.0,0.0,1.27,8151.0,0.008151,81.51,61.72,61.72,1.0,25578.0,0.25578,25.578,2.772
3136,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,4.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,41.0,320.61,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.64,6122.0,0.006122,61.22,46.36,46.36,0.75,19210.0,0.1921,19.21,2.0
3146,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,1.0,1.0,0.0,91.0,320.61,15.68,0.0,0.0,10.0,9.0,0.0,0.0,0.0,2.23,74521.0,0.074521,745.21,564.3,564.3,0.5,233847.0,2.33847,233.847,19.0
3148,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,103.0,320.61,4.9,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.14,27883.0,0.027883,278.83,211.14,211.14,2.0,87497.0,0.87497,87.497,4.0
3154,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,103.0,320.61,1.47,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.77,26240.0,0.02624,262.4,198.7,198.7,2.0,82341.0,0.82341,82.341,4.0
3156,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,103.0,320.61,0.6,0.0,0.0,1.228,1.228,0.0,0.0,0.0,0.77,7221.0,0.007221,72.21,54.68,54.68,1.0,22660.0,0.2266,22.66,2.456
3159,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,3.0,1.0,0.0,109.0,320.61,3.43,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.97,38185.0,0.038185,381.85,289.15,289.15,2.0,119825.0,1.19825,119.825,10.0
3161,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,3.0,1.0,0.0,109.0,320.61,2.45,0.0,0.0,2.888,2.888,0.0,0.0,0.0,1.08,16990.0,0.01699,169.9,128.65,128.65,1.0,53315.0,0.53315,53.315,5.776
3163,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,109.0,320.61,2.45,0.0,0.0,2.685,2.685,0.0,0.0,0.0,1.32,15794.0,0.015794,157.94,119.6,119.6,1.0,49561.0,0.49561,49.561,5.37
3166,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,15.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,109.0,320.61,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.84,27508.0,0.027508,275.08,208.3,208.3,2.0,86320.0,0.8632,86.32,2.0
3173,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,1.0,1.0,0.0,127.0,320.61,15.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1.75,157344.0,0.157344,1573.44,1191.46,1191.46,1.0,493746.0,4.93746,493.746,20.0
3176,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,139.0,320.61,1.6,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.77,27483.0,0.027483,274.83,208.11,208.11,0.5,86242.0,0.86242,86.242,6.0
3178,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,139.0,320.61,1.0,0.0,0.0,3.904,3.904,0.0,0.0,0.0,1.99,22964.0,0.022964,229.64,173.89,173.89,1.5,72061.0,0.72061,72.061,7.808
3179,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,3.0,1.0,0.0,139.0,320.61,4.5,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2.03,37863.0,0.037863,378.63,286.71,286.71,2.0,118814.0,1.18814,118.814,12.0
3183,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,145.0,320.61,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.93,40932.0,0.040932,409.32,309.95,309.95,1.0,128445.0,1.28445,128.445,10.0
3192,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,8.0,1.0,0.0,157.0,320.61,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.74,37999.0,0.037999,379.99,287.74,287.74,6.0,119241.0,1.19241,119.241,1.0
3193,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,163.0,320.61,2.5,0.0,0.0,1.5,1.5,0.0,0.0,0.0,1.72,15385.0,0.015385,153.85,116.5,116.5,1.0,48278.0,0.48278,48.278,3.0
3195,50.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,163.0,320.61,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.45,20962.0,0.020962,209.62,158.73,158.73,0.5,65779.0,0.65779,65.779,4.0
3200,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,3.0,1.0,0.0,175.0,320.61,2.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.1,31677.0,0.031677,316.77,239.87,239.87,1.5,99403.0,0.99403,99.403,6.0
3204,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,50.0,4.0,1.0,0.0,181.0,320.61,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.51,16032.0,0.016032,160.32,121.4,121.4,2.0,50309.0,0.50309,50.309,4.0
3210,50.0,1.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,181.0,320.61,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.09,20773.0,0.020773,207.73,157.3,157.3,0.5,65186.0,0.65186,65.186,2.0
