,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,How were seeds planted/ sowed?,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Production Of Condition in Kg,Fertilizer Quantity
2394,50.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,5.0,1.0,2.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,61.0,457.37,11.95,12.5,0.0,12.36,0.0,892.25,1.0,244.879,24.86
2396,50.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,6.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,1.0,0.0,61.0,457.37,2.95,2.5,0.0,2.5,0.0,211.95,7.0,58.169,5.0
2397,50.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,65.0,457.37,15.2,0.0,0.0,0.0,0.0,1671.4,1.0,458.718,0.0
2398,50.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,9.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,65.0,457.37,2.86,0.0,0.0,0.0,0.0,212.35,3.0,58.279,0.0
2401,50.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,69.0,457.37,9.67,4.45,0.0,4.57,0.0,400.95,0.25,110.04,9.02
2402,50.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,69.0,457.37,11.68,2.69,0.0,2.73,0.0,454.8,6.0,124.821,5.42
2403,50.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,69.0,457.37,3.55,1.62,0.0,1.58,0.0,156.9,3.0,43.062,3.2
2405,50.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,69.0,457.37,1.11,0.0,0.0,0.0,0.0,79.55,1.0,21.833,0.0
2410,50.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,73.0,457.37,2.96,1.44,0.0,1.84,0.0,137.45,2.0,37.723,3.2800000000000002
2411,50.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,73.0,457.37,4.44,2.16,0.0,2.84,0.0,322.6,4.0,88.538,5.0
2412,50.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,73.0,457.37,12.52,4.2,0.0,3.86,0.0,561.4,0.25,154.077,8.06
2414,50.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,73.0,457.37,17.52,7.04,0.0,6.2,0.0,998.2,1.0,273.956,13.24
2420,50.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,81.0,457.37,21.9,0.0,0.0,0.0,0.0,717.85,0.25,197.014,0.0
2421,50.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,81.0,457.37,22.2,6.25,0.0,6.25,0.0,840.35,0.5,230.635,12.5
2422,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,3.0,516.22,20.0,0.0,0.0,10.0,0.0,3059.4,2.0,535.833,10.0
2427,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,2.0,0.0,9.0,516.22,22.0,2.5,0.0,0.0,0.0,298.1,0.5,52.211,2.5
2439,50.0,1.0,2.0,3.0,9.0,10.0,2.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,22.0,516.22,12.5,0.0,0.0,0.0,0.0,1033.05,1.5,180.932,0.0
2441,50.0,1.0,2.0,3.0,9.0,10.0,2.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,33.0,2.0,0.0,22.0,516.22,10.0,0.0,0.0,0.0,0.0,158.78,0.25,27.81,0.0
2445,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,28.0,516.22,20.0,10.0,0.0,10.0,0.0,1403.5,0.5,245.814,20.0
2457,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,40.0,516.22,25.0,5.0,0.0,5.0,0.0,2478.65,0.5,434.119,10.0
2459,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,25.0,2.0,0.0,40.0,516.22,2.5,5.0,0.0,5.0,0.0,207.93,0.5,36.417,10.0
2465,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,7.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,46.0,516.22,3.75,0.0,0.0,0.0,0.0,353.53,0.5,61.918,0.0
2480,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,58.0,516.22,15.0,10.0,0.0,10.0,0.0,1123.3,1.0,196.738,20.0
2495,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,516.22,7.5,0.0,0.0,0.0,0.0,582.25,0.5,101.977,0.0
2497,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,76.0,516.22,3.0,0.0,0.0,0.0,0.0,420.78,0.75,73.697,0.0
2507,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,33.0,2.0,0.0,82.0,516.22,3.0,5.0,0.0,5.0,0.0,338.73,1.25,59.327,10.0
2509,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,4.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,82.0,516.22,3.0,3.0,0.0,4.0,0.0,449.75,0.5,78.771,7.0
2512,50.0,1.0,2.0,3.0,9.0,10.0,2.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,88.0,516.22,10.0,0.0,0.0,10.0,0.0,868.94,0.5,152.189,10.0
2516,50.0,1.0,2.0,3.0,9.0,10.0,2.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,94.0,516.22,7.5,10.0,0.0,10.0,0.0,1119.7,1.25,196.108,20.0
2523,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,25.0,2.0,0.0,100.0,516.22,10.0,20.0,0.0,20.0,0.0,544.26,1.0,95.323,40.0
2528,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,106.0,516.22,5.0,15.0,0.0,12.5,0.0,331.38,0.5,58.039,27.5
2593,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,40.0,2.0,0.0,61.0,487.46,10.0,7.5,0.0,7.5,0.0,333.42,1.0,68.631,15.0
2609,50.0,1.0,2.0,3.0,16.0,8.0,2.0,1.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,40.0,2.0,0.0,76.0,487.46,22.5,0.0,0.0,0.0,0.0,668.0,1.0,137.5,0.0
2634,50.0,1.0,2.0,3.0,22.0,3.0,2.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,60.0,2.0,0.0,2.0,484.24,2.0,1.5,0.0,1.5,0.0,191.16,0.12,30.719,3.0
2640,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,30.0,2.0,0.0,10.0,484.24,1.0,0.0,0.0,1.0,0.0,99.02,0.25,15.913,1.0
2641,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,10.0,484.24,24.18323430068698,0.0,0.0,2.0,0.0,269.75,0.15,43.349,2.0
2643,50.0,1.0,2.0,3.0,22.0,3.0,2.0,1.0,1.0,3.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,60.0,2.0,0.0,29.0,484.24,2.0,2.0,0.0,2.0,0.0,94.47,0.12,15.181,4.0
2646,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,80.0,2.0,0.0,36.0,484.24,3.5,0.0,0.0,6.0,0.0,279.44,0.2,44.905,6.0
2648,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,80.0,2.0,0.0,36.0,484.24,5.0,0.0,0.0,9.0,0.0,577.32,0.25,92.774,9.0
2649,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,80.0,2.0,0.0,36.0,484.24,1.5,0.0,0.0,3.0,0.0,114.32,0.12,18.37,3.0
2652,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,9.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,36.0,484.24,2.5,0.0,0.0,2.0,0.0,186.95,0.12,30.043,2.0
2654,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,11.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,36.0,484.24,8.0,0.0,0.0,8.0,0.0,889.95,0.5,143.014,8.0
2656,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,12.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,80.0,2.0,0.0,36.0,484.24,3.0,0.0,0.0,6.0,0.0,359.2,0.25,57.723,6.0
2658,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,13.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,80.0,2.0,0.0,36.0,484.24,3.0,0.0,0.0,6.0,0.0,375.16,0.25,60.287,6.0
2659,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,14.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,80.0,2.0,0.0,36.0,484.24,2.0,0.0,0.0,4.0,0.0,207.48,0.25,33.342,4.0
2673,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,50.0,2.0,0.0,94.0,484.24,3.0,0.0,0.0,6.0,0.0,95.35,0.05,15.322,6.0
2690,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,122.0,484.24,10.0,0.0,0.0,11.0,0.0,826.9,0.5,132.881,11.0
2691,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,122.0,484.24,5.0,0.0,0.0,4.0,0.0,292.4,0.25,46.989,4.0
2705,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,10.0,2.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,60.0,2.0,0.0,129.0,484.24,3.0,3.0,0.0,3.0,0.0,1936.14,1.25,311.134,6.0
2707,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,11.0,2.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,60.0,2.0,0.0,129.0,484.24,3.0,5.75,0.0,5.75,0.0,729.3,0.5,117.198,11.5
2709,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,12.0,2.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,60.0,2.0,0.0,129.0,484.24,2.5,0.0,0.0,0.0,0.0,417.18,0.25,67.04,0.0
2714,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,136.0,484.24,6.0,0.0,0.0,5.0,0.0,244.7,0.12,39.322,5.0
2719,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,12.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,50.0,2.0,0.0,136.0,484.24,8.0,0.0,0.0,0.0,0.0,300.45,0.25,48.282,0.0
2721,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,13.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,50.0,2.0,0.0,136.0,484.24,9.0,0.0,0.0,0.0,0.0,303.4,0.25,48.757,0.0
2723,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,14.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,50.0,2.0,0.0,136.0,484.24,6.0,0.0,0.0,0.0,0.0,222.43,0.25,35.744,0.0
2725,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,15.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,50.0,2.0,0.0,136.0,484.24,5.0,0.0,0.0,0.0,0.0,361.7,0.25,58.124,0.0
2727,50.0,1.0,2.0,3.0,22.0,3.0,1.0,1.0,1.0,16.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,50.0,2.0,0.0,136.0,484.24,7.0,0.0,0.0,0.0,0.0,108.85,0.2,17.493,0.0
2750,50.0,1.0,2.0,4.0,2.0,10.0,2.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,30.0,474.25,14.0,6.0,0.0,6.0,0.0,1382.75,0.5,117.344,12.0
2783,50.0,1.0,2.0,4.0,2.0,10.0,1.0,1.0,1.0,6.0,2.0,8.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,50.0,2.0,0.0,74.0,474.25,9.24,0.0,0.0,8.0,0.0,732.18,0.5,62.134,8.0
2788,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,0.0,3.0,509.02,2.0,5.0,0.0,5.0,0.0,459.3,1.0,104.494,10.0
2789,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,0.0,3.0,509.02,5.0,4.0,0.0,4.0,0.0,129.0,1.0,29.348,8.0
2790,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,0.0,3.0,509.02,3.0,4.0,0.0,4.0,0.0,118.0,2.0,26.846,8.0
2791,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,0.0,3.0,509.02,5.0,5.0,0.0,5.0,0.0,268.0,1.0,60.972,10.0
2801,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,9.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,0.0,11.0,509.02,5.0,8.0,0.0,8.0,0.0,364.5,2.0,82.926,16.0
2802,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,10.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,0.0,11.0,509.02,10.0,0.0,0.0,0.0,0.0,216.5,1.0,49.255,0.0
2809,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,15.0,509.02,3.0,1.0,0.0,1.0,0.0,159.45,20.0,36.276,2.0
2813,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,50.0,2.0,0.0,15.0,509.02,10.0,0.0,0.0,0.0,0.0,360.43,1.0,82.0,0.0
2815,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,3.0,2.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,1.0,0.0,15.0,509.02,10.0,0.0,0.0,0.0,0.0,119.63,20.0,27.216,0.0
2828,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,3.0,2.0,8.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,85.0,2.0,0.0,23.0,509.02,10.0,5.0,0.0,5.0,0.0,365.8,1.0,83.222,10.0
2829,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,1.0,0.0,23.0,509.02,5.0,5.0,0.0,5.0,0.0,352.9,30.0,80.286,10.0
2838,50.0,1.0,2.0,4.0,7.0,13.0,2.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,0.0,27.0,509.02,8.0,8.0,0.0,8.0,0.0,295.6,2.0,67.251,16.0
2842,50.0,1.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,50.0,1.0,0.0,31.0,509.02,5.0,5.0,0.0,5.0,0.0,407.93,50.0,92.806,10.0
2856,50.0,1.0,2.0,4.0,7.0,13.0,2.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,0.0,43.0,509.02,25.0,12.0,0.0,12.0,0.0,461.8,1.0,105.062,24.0
